set,name,number,unlimited,reverse,promo,1st,shadowless,1st shadowless,fourth,worlds
Sword & Shield,Sandaconda,110,0,1,0,0,0,0,0,0
Sword & Shield,Clobbopus,111,2,0,0,0,0,0,0,0
Sword & Shield,Clobbopus,112,2,1,0,0,0,0,0,0
Sword & Shield,Grapploct,113,1,0,0,0,0,0,0,0
Sword & Shield,Stonjourner,114,2,2,0,0,0,0,0,0
Sword & Shield,Stonjourner V,115,2,0,0,0,0,0,0,0
Sword & Shield,Stonjourner VMAX,116,1,0,0,0,0,0,0,0
Sword & Shield,Galarian Zigzagoon,117,2,2,0,0,0,0,0,0
Sword & Shield,Galarian Linoone,118,2,0,0,0,0,0,0,0
Sword & Shield,Galarian Obstagoon,119,2,1,0,0,0,0,0,0
Sword & Shield,Sableye V,120,1,0,0,0,0,0,0,0
Sword & Shield,Skorupi,121,2,1,0,0,0,0,0,0
Sword & Shield,Drapion,122,2,1,0,0,0,0,0,0
Sword & Shield,Croagunk,123,2,1,0,0,0,0,0,0
Sword & Shield,Toxicroak,124,1,0,0,0,0,0,0,0
Sword & Shield,Nickit,125,2,0,0,0,0,0,0,0
Sword & Shield,Thievul,126,2,0,0,0,0,0,0,0
Sword & Shield,Galarian Meowth,127,2,1,0,0,0,0,0,0
Sword & Shield,Galarian Perrserker,128,2,0,0,0,0,0,0,0
Sword & Shield,Mawile,129,2,2,0,0,0,0,0,0
Sword & Shield,Ferroseed,130,2,2,0,0,0,0,0,0
Sword & Shield,Ferrothorn,131,2,0,0,0,0,0,0,0
Sword & Shield,Galarian Stunfisk,132,2,0,0,0,0,0,0,0
Sword & Shield,Pawniard,133,2,1,0,0,0,0,0,0
Sword & Shield,Bisharp,134,2,0,0,0,0,0,0,0
Sword & Shield,Corviknight,135,2,1,0,0,0,0,0,0
Sword & Shield,Cufant,136,2,1,0,0,0,0,0,0
Sword & Shield,Copperajah,137,4,2,0,0,0,0,0,0
Sword & Shield,Zacian V,138,3,0,0,0,0,0,0,0
Sword & Shield,Zamazenta V,139,1,0,0,0,0,0,0,0
Sword & Shield,Snorlax,140,2,0,0,0,0,0,0,0
Sword & Shield,Snorlax VMAX,142,1,0,0,0,0,0,0,0
Sword & Shield,Hoothoot,143,2,0,0,0,0,0,0,0
Sword & Shield,Noctowl,144,2,1,0,0,0,0,0,0
Sword & Shield,Minccino,145,2,0,0,0,0,0,0,0
Sword & Shield,Minccino,146,2,1,0,0,0,0,0,0
Sword & Shield,Cinccino,147,1,1,0,0,0,0,0,0
Sword & Shield,Oranguru,148,2,0,0,0,0,0,0,0
Sword & Shield,Drampa,149,2,0,0,0,0,0,0,0
Sword & Shield,Rookidee,150,2,2,0,0,0,0,0,0
Sword & Shield,Corvisquire,151,2,0,0,0,0,0,0,0
Sword & Shield,Wooloo,152,2,1,0,0,0,0,0,0
Sword & Shield,Wooloo,153,2,2,0,0,0,0,0,0
Sword & Shield,Dubwool,154,2,0,0,0,0,0,0,0
Sword & Shield,Cramorant V,155,2,0,0,0,0,0,0,0
Sword & Shield,Air Balloon,156,2,0,0,0,0,0,0,0
Sword & Shield,Bede,157,2,1,0,0,0,0,0,0
Sword & Shield,Big Charm,158,2,0,0,0,0,0,0,0
Sword & Shield,Crushing Hammer,159,3,2,0,0,0,0,0,0
Sword & Shield,Energy Retrieval,160,2,0,0,0,0,0,0,0
Sword & Shield,Energy Search,161,2,1,0,0,0,0,0,0
Sword & Shield,Energy Switch,162,2,0,0,0,0,0,0,0
Sword & Shield,Evolution Incense,163,2,2,0,0,0,0,0,0
Sword & Shield,Great Ball,164,2,1,0,0,0,0,0,0
Sword & Shield,Hop,165,2,0,0,0,0,0,0,0
Sword & Shield,Hyper Potion,166,2,2,0,0,0,0,0,0
Sword & Shield,Lucky Egg,167,2,2,0,0,0,0,0,0
Sword & Shield,Lum Berry,168,2,2,0,0,0,0,0,0
Sword & Shield,Marnie,169,1,0,0,0,0,0,0,0
Sword & Shield,Metal Saucer,170,2,1,0,0,0,0,0,0
Sword & Shield,Ordinary Rod,171,2,0,0,0,0,0,0,0
Sword & Shield,Pal Pad,172,2,1,0,0,0,0,0,0
Sword & Shield,Poké Kid,173,2,0,0,0,0,0,0,0
Sword & Shield,Pokégear 3.0,174,2,2,0,0,0,0,0,0
Sword & Shield,Pokémon Catcher,175,2,2,0,0,0,0,0,0
Sword & Shield,Pokémon Center Lady,176,2,2,0,0,0,0,0,0
Sword & Shield,Potion,177,2,0,0,0,0,0,0,0
Sword & Shield,Quick Ball,179,2,1,0,0,0,0,0,0
Sword & Shield,Rare Candy,180,2,0,0,0,0,0,0,0
Sword & Shield,Rotom Bike,181,2,1,0,0,0,0,0,0
Sword & Shield,Sitrus Berry,182,2,0,0,0,0,0,0,0
Sword & Shield,Switch,183,2,0,0,0,0,0,0,0
Sword & Shield,Team Yell Grunt,184,2,1,0,0,0,0,0,0
Sword & Shield,Vitality Band,185,2,0,0,0,0,0,0,0
Sword & Shield,Aurora Energy,186,2,1,0,0,0,0,0,0
Sword & Shield,Torkoal V,188,2,0,0,0,0,0,0,0
Sword & Shield,Indeedee V,192,1,0,0,0,0,0,0,0
Sword & Shield,Sableye V,194,1,0,0,0,0,0,0,0
Sword & Shield,Snorlax V,197,1,0,0,0,0,0,0,0
Sword & Shield,Bede,199,1,0,0,0,0,0,0,0
Sword & Shield,Bede,207,1,0,0,0,0,0,0,0
Sword & Shield,Air Balloon,213,1,0,0,0,0,0,0,0
Sword & Shield,Ordinary Rod,215,1,0,0,0,0,0,0,0
Sword & Shield,Quick Ball,216,1,0,0,0,0,0,0,0
Sword & Shield,Grass Energy,217,1,1,0,0,0,0,0,0
Sword & Shield,Fire Energy,218,1,1,0,0,0,0,0,0
Sword & Shield,Water Energy,219,1,0,0,0,0,0,0,0
Sword & Shield,Lightning Energy,220,1,1,0,0,0,0,0,0
Sword & Shield,Psychic Energy,221,1,1,0,0,0,0,0,0
Sword & Shield,Fighting Energy,222,1,1,0,0,0,0,0,0
Sword & Shield,Darkness Energy,223,1,1,0,0,0,0,0,0
Sword & Shield,Metal Energy,224,1,0,0,0,0,0,0,0
Sword & Shield,Fairy Energy,225,1,0,0,0,0,0,0,0
SM Black Star Promos,Charizard,SM226,0,0,1,0,0,0,0,0
SM Black Star Promos,Pikachu,SM227,0,0,1,0,0,0,0,0
SM Black Star Promos,Armored Mewtwo,SM228,0,0,1,0,0,0,0,0
SM Black Star Promos,Venusaur & Snivy-GX,SM229,0,0,1,0,0,0,0,0
SM Black Star Promos,Charizard & Braixen-GX,SM230,0,0,1,0,0,0,0,0
SM Black Star Promos,Pikachu,SM234,0,0,1,0,0,0,0,0
McDonald's Promos 2021,Bulbasaur,1,0,1,3,0,0,0,0,0
McDonald's Promos 2021,Chikorita,2,0,1,2,0,0,0,0,0
McDonald's Promos 2021,Treecko,3,0,2,2,0,0,0,0,0
McDonald's Promos 2021,Turtwig,4,0,1,1,0,0,0,0,0
McDonald's Promos 2021,Snivy,5,0,1,2,0,0,0,0,0
McDonald's Promos 2021,Chespin,6,0,1,1,0,0,0,0,0
McDonald's Promos 2021,Rowlet,7,0,2,1,0,0,0,0,0
McDonald's Promos 2021,Grookey,8,0,1,2,0,0,0,0,0
McDonald's Promos 2021,Charmander,9,0,2,3,0,0,0,0,0
McDonald's Promos 2021,Cyndaquil,10,0,1,2,0,0,0,0,0
McDonald's Promos 2021,Torchic,11,0,3,2,0,0,0,0,0
McDonald's Promos 2021,Chimchar,12,0,2,2,0,0,0,0,0
McDonald's Promos 2021,Tepig,13,0,1,2,0,0,0,0,0
McDonald's Promos 2021,Fennekin,14,0,1,2,0,0,0,0,0
McDonald's Promos 2021,Litten,15,0,2,1,0,0,0,0,0
McDonald's Promos 2021,Scorbunny,16,0,1,2,0,0,0,0,0
McDonald's Promos 2021,Squirtle,17,0,2,6,0,0,0,0,0
McDonald's Promos 2021,Totodile,18,0,3,2,0,0,0,0,0
McDonald's Promos 2021,Mudkip,19,0,2,2,0,0,0,0,0
McDonald's Promos 2021,Piplup,20,0,2,2,0,0,0,0,0
McDonald's Promos 2021,Oshawott,21,0,3,1,0,0,0,0,0
McDonald's Promos 2021,Froakie,22,0,1,2,0,0,0,0,0
McDonald's Promos 2021,Popplio,23,0,1,2,0,0,0,0,0
McDonald's Promos 2021,Sobble,24,0,1,2,0,0,0,0,0
McDonald's Promos 2021,Pikachu,25,0,1,1,0,0,0,0,0
Celebrations,Ho-Oh,001,3,1,0,0,0,0,0,0
Celebrations,Reshiram,002,2,1,0,0,0,0,0,0
Celebrations,Kyogre,003,3,1,0,0,0,0,0,0
Celebrations,Palkia,004,3,1,0,0,0,0,0,0
Celebrations,Pikachu,005,10,1,0,0,0,0,0,0
Celebrations,Flying Pikachu V,006,3,0,0,0,0,0,0,0
Celebrations,Flying Pikachu VMAX,007,3,0,0,0,0,0,0,0
Celebrations,Surfing Pikachu V,008,3,0,0,0,0,0,0,0
Celebrations,Surfing Pikachu VMAX,009,1,0,0,0,0,0,0,0
Celebrations,Zekrom,010,3,1,0,0,0,0,0,0
Celebrations,Mew,011,3,1,0,0,0,0,0,0
Celebrations,Xerneas,012,3,1,0,0,0,0,0,0
Celebrations,Cosmog,013,3,1,0,0,0,0,0,0
Celebrations,Cosmoem,014,3,1,0,0,0,0,0,0
Celebrations,Lunala,015,3,1,0,0,0,0,0,0
Celebrations,Zacian V,016,3,0,0,0,0,0,0,0
Celebrations,Groudon,017,3,1,0,0,0,0,0,0
Celebrations,Zamazenta V,018,3,0,0,0,0,0,0,0
Celebrations,Yveltal,019,3,1,0,0,0,0,0,0
Celebrations,Dialga,020,3,1,0,0,0,0,0,0
Celebrations,Solgaleo,021,3,1,0,0,0,0,0,0
Celebrations,Lugia,022,3,1,0,0,0,0,0,0
Celebrations,Professor's Research,023,3,1,0,0,0,0,0,0
Celebrations,Professor's Research,024,2,0,0,0,0,0,0,0
Celebrations,Mew,025,1,0,0,0,0,0,0,0
Celebrations,Blastoise,2,2,1,0,0,0,0,0,0
Celebrations,Charizard,4,1,1,0,0,0,0,0,0
Celebrations,Dark Gyarados,8,2,1,0,0,0,0,0,0
Celebrations,Team Magma's Groudon,9,2,1,0,0,0,0,0,0
Celebrations,Rocket's Zapdos,15,2,1,0,0,0,0,0,0
Celebrations,Venusaur,15,2,1,0,0,0,0,0,0
Celebrations,Here Comes Team Rocket!,15,2,1,0,0,0,0,0,0
Celebrations,Claydol,15,3,1,0,0,0,0,0,0
Celebrations,Umbreon Star,17,1,0,0,0,0,0,0,0
Celebrations,Cleffa,20,2,1,0,0,0,0,0,0
Celebrations,_____'s Pikachu,24,2,1,0,0,0,0,0,0
Celebrations,Mewtwo EX,54,1,0,0,0,0,0,0,0
Celebrations,Tapu Lele GX,60,2,0,0,0,0,0,0,0
Celebrations,Shining Magikarp,66,1,1,0,0,0,0,0,0
Celebrations,Imposter Professor Oak,73,1,1,0,0,0,0,0,0
Celebrations,Mega Rayquaza EX,76,1,0,0,0,0,0,0,0
Celebrations,Rocket's Admin.,86,1,1,0,0,0,0,0,0
Celebrations,Mew ex,88,2,1,0,0,0,0,0,0
Celebrations,Gardevoir ex δ,93,1,1,0,0,0,0,0,0
Celebrations,Xerneas EX,97,2,0,0,0,0,0,0,0
Celebrations,Donphan,107,1,1,0,0,0,0,0,0
Celebrations,Luxray GL LV.X,109,3,1,0,0,0,0,0,0
Celebrations,Reshiram,113,1,0,0,0,0,0,0,0
Celebrations,Zekrom,114,1,0,0,0,0,0,0,0
Celebrations,Garchomp C LV.X,145,1,1,0,0,0,0,0,0
Champion's Path,Venusaur V,001,2,0,0,0,0,0,0,0
Champion's Path,Weedle,002,2,2,0,0,0,0,0,0
Champion's Path,Kakuna,003,2,2,0,0,0,0,0,0
Champion's Path,Beedrill,004,2,2,0,0,0,0,0,0
Champion's Path,Eldegoss V,005,2,0,0,0,0,0,0,0
Champion's Path,Vulpix,006,2,1,0,0,0,0,0,0
Champion's Path,Victini,007,2,0,0,0,0,0,0,0
Champion's Path,Incineroar V,008,1,0,0,0,0,0,0,0
Champion's Path,Sizzlipede,009,2,2,0,0,0,0,0,0
Champion's Path,Centiskorch,010,2,2,0,0,0,0,0,0
Champion's Path,Carvanha,011,2,0,0,0,0,0,0,0
Champion's Path,Sharpedo,012,2,0,0,0,0,0,0,0
Champion's Path,Wailord V,013,2,0,0,0,0,0,0,0
Champion's Path,Drednaw V,014,2,0,0,0,0,0,0,0
Champion's Path,Drednaw VMAX,015,1,0,0,0,0,0,0,0
Champion's Path,Gardevoir V,016,2,0,0,0,0,0,0,0
Champion's Path,Gardevoir VMAX,017,1,0,0,0,0,0,0,0
Champion's Path,Hatenna,018,2,1,0,0,0,0,0,0
Champion's Path,Hattrem,019,2,1,0,0,0,0,0,0
Champion's Path,Hatterene,020,2,2,0,0,0,0,0,0
Champion's Path,Galarian Cursola V,021,2,0,0,0,0,0,0,0
Champion's Path,Alcremie V,022,2,0,0,0,0,0,0,0
Champion's Path,Alcremie VMAX,023,1,0,0,0,0,0,0,0
Champion's Path,Machop,024,2,1,0,0,0,0,0,0
Champion's Path,Machoke,025,2,0,0,0,0,0,0,0
Champion's Path,Machamp,026,2,2,0,0,0,0,0,0
Champion's Path,Lucario V,027,3,0,0,0,0,0,0,0
Champion's Path,Zygarde,028,2,2,0,0,0,0,0,0
Champion's Path,Rockruff,029,2,2,0,0,0,0,0,0
Champion's Path,Lycanroc,030,2,2,0,0,0,0,0,0
Champion's Path,Rolycoly,031,2,2,0,0,0,0,0,0
Champion's Path,Grapploct V,032,1,0,0,0,0,0,0,0
Champion's Path,Ekans,033,2,2,0,0,0,0,0,0
Champion's Path,Arbok,034,2,1,0,0,0,0,0,0
Champion's Path,Galarian Zigzagoon,035,2,0,0,0,0,0,0,0
Champion's Path,Galarian Linoone,036,2,1,0,0,0,0,0,0
Champion's Path,Galarian Obstagoon,037,2,2,0,0,0,0,0,0
Champion's Path,Absol,038,2,2,0,0,0,0,0,0
Champion's Path,Purrloin,039,2,2,0,0,0,0,0,0
Champion's Path,Liepard,040,2,1,0,0,0,0,0,0
Champion's Path,Scraggy,041,2,2,0,0,0,0,0,0
Champion's Path,Scrafty,042,2,1,0,0,0,0,0,0
Champion's Path,Trubbish,043,2,1,0,0,0,0,0,0
Champion's Path,Inkay,044,2,2,0,0,0,0,0,0
Champion's Path,Malamar,045,2,1,0,0,0,0,0,0
Champion's Path,Nickit,046,2,2,0,0,0,0,0,0
Champion's Path,Swablu,048,2,2,0,0,0,0,0,0
Champion's Path,Altaria,049,2,2,0,0,0,0,0,0
Champion's Path,Bede,050,2,2,0,0,0,0,0,0
Champion's Path,Full Heal,051,2,2,0,0,0,0,0,0
Champion's Path,Great Ball,052,2,2,0,0,0,0,0,0
Champion's Path,Hop,053,2,1,0,0,0,0,0,0
Champion's Path,Hyper Potion,054,2,0,0,0,0,0,0,0
Champion's Path,Kabu,055,2,2,0,0,0,0,0,0
Champion's Path,Marnie,056,4,2,0,0,0,0,0,0
Champion's Path,Milo,057,2,1,0,0,0,0,0,0
Champion's Path,Piers,058,2,0,0,0,0,0,0,0
Champion's Path,Poké Ball,059,2,2,0,0,0,0,0,0
Champion's Path,Pokémon Center Lady,060,2,2,0,0,0,0,0,0
Champion's Path,Potion,061,2,0,0,0,0,0,0,0
Champion's Path,Professor's Research,062,2,1,0,0,0,0,0,0
Champion's Path,Rotom Bike,063,2,1,0,0,0,0,0,0
Champion's Path,Rotom Phone,064,2,2,0,0,0,0,0,0
Champion's Path,Sonia,065,2,2,0,0,0,0,0,0
Champion's Path,Suspicious Food Tin,066,2,1,0,0,0,0,0,0
Champion's Path,Team Yell Grunt,067,2,0,0,0,0,0,0,0
Champion's Path,Turffield Stadium,068,2,2,0,0,0,0,0,0
Champion's Path,Drednaw V,069,1,0,0,0,0,0,0,0
Champion's Path,Gardevoir V,070,1,0,0,0,0,0,0,0
Champion's Path,Galarian Cursola V,071,3,0,0,0,0,0,0,0
Champion's Path,Grapploct V,072,2,0,0,0,0,0,0,0
Champion's Path,Hop,073,2,0,0,0,0,0,0,0
Champion's Path,Charizard V,079,1,0,0,0,0,0,0,0
Champion's Path,Suspicious Food Tin,080,2,0,0,0,0,0,0,0
Battle Styles,Bellsprout,001,2,0,0,0,0,0,0,0
Battle Styles,Weepinbell,002,2,0,0,0,0,0,0,0
Battle Styles,Victreebel,003,2,0,0,0,0,0,0,0
Battle Styles,Cacnea,004,2,2,0,0,0,0,0,0
Battle Styles,Cacturne,005,2,1,0,0,0,0,0,0
Battle Styles,Kricketune V,006,2,0,0,0,0,0,0,0
Battle Styles,Cherubi,007,2,1,0,0,0,0,0,0
Battle Styles,Cherrim,008,0,1,0,0,0,0,0,0
Battle Styles,Carnivine,009,2,0,0,0,0,0,0,0
Battle Styles,Durant,010,2,1,0,0,0,0,0,0
Battle Styles,Scatterbug,011,2,1,0,0,0,0,0,0
Battle Styles,Spewpa,012,2,0,0,0,0,0,0,0
Battle Styles,Vivillon,013,2,1,0,0,0,0,0,0
Battle Styles,Fomantis,014,2,2,0,0,0,0,0,0
Battle Styles,Lurantis,015,2,1,0,0,0,0,0,0
Battle Styles,Tapu Bulu,016,2,2,0,0,0,0,0,0
Battle Styles,Blipbug,017,2,0,0,0,0,0,0,0
Battle Styles,Flapple V,018,2,0,0,0,0,0,0,0
Battle Styles,Flapple VMAX,019,2,0,0,0,0,0,0,0
Battle Styles,Entei,020,2,2,0,0,0,0,0,0
Battle Styles,Victini V,021,1,0,0,0,0,0,0,0
Battle Styles,Victini VMAX,022,1,0,0,0,0,0,0,0
Battle Styles,Tepig,023,2,2,0,0,0,0,0,0
Battle Styles,Pignite,024,2,1,0,0,0,0,0,0
Battle Styles,Emboar,025,2,2,0,0,0,0,0,0
Battle Styles,Heatmor,026,2,1,0,0,0,0,0,0
Battle Styles,Salandit,027,2,0,0,0,0,0,0,0
Battle Styles,Salazzle,028,2,1,0,0,0,0,0,0
Battle Styles,Sizzlipede,029,2,2,0,0,0,0,0,0
Battle Styles,Centiskorch,030,2,0,0,0,0,0,0,0
Battle Styles,Horsea,031,2,2,0,0,0,0,0,0
Battle Styles,Seadra,032,2,2,0,0,0,0,0,0
Battle Styles,Kingdra,033,2,1,0,0,0,0,0,0
Battle Styles,Galarian Mr. Mime,034,2,0,0,0,0,0,0,0
Battle Styles,Galarian Mr. Rime,035,2,0,0,0,0,0,0,0
Battle Styles,Remoraid,036,2,1,0,0,0,0,0,0
Battle Styles,Octillery,037,2,1,0,0,0,0,0,0
Battle Styles,Corphish,038,2,0,0,0,0,0,0,0
Battle Styles,Crawdaunt,039,2,0,0,0,0,0,0,0
Battle Styles,Empoleon V,040,2,0,0,0,0,0,0,0
Battle Styles,Frillish,041,2,0,0,0,0,0,0,0
Battle Styles,Jellicent,042,2,0,0,0,0,0,0,0
Battle Styles,Bruxish,043,2,1,0,0,0,0,0,0
Battle Styles,Electabuzz,044,2,1,0,0,0,0,0,0
Battle Styles,Electivire,045,2,2,0,0,0,0,0,0
Battle Styles,Shinx,046,2,1,0,0,0,0,0,0
Battle Styles,Luxio,047,2,0,0,0,0,0,0,0
Battle Styles,Luxray,048,0,1,0,0,0,0,0,0
Battle Styles,Pachirisu,049,2,1,0,0,0,0,0,0
Battle Styles,Tapu Koko V,050,2,0,0,0,0,0,0,0
Battle Styles,Yamper,052,2,1,0,0,0,0,0,0
Battle Styles,Boltund,053,2,1,0,0,0,0,0,0
Battle Styles,Galarian Slowpoke,054,2,0,0,0,0,0,0,0
Battle Styles,Spoink,055,2,0,0,0,0,0,0,0
Battle Styles,Grumpig,056,2,0,0,0,0,0,0,0
Battle Styles,Baltoy,057,2,0,0,0,0,0,0,0
Battle Styles,Claydol,058,2,2,0,0,0,0,0,0
Battle Styles,Chimecho,059,2,1,0,0,0,0,0,0
Battle Styles,Espurr,060,2,2,0,0,0,0,0,0
Battle Styles,Meowstic,061,2,0,0,0,0,0,0,0
Battle Styles,Mimikyu V,062,2,0,0,0,0,0,0,0
Battle Styles,Necrozma V,063,1,0,0,0,0,0,0,0
Battle Styles,Dottler,064,2,1,0,0,0,0,0,0
Battle Styles,Orbeetle,065,2,2,0,0,0,0,0,0
Battle Styles,Mankey,066,2,1,0,0,0,0,0,0
Battle Styles,Primeape,067,2,2,0,0,0,0,0,0
Battle Styles,Onix,068,2,2,0,0,0,0,0,0
Battle Styles,Cubone,069,2,1,0,0,0,0,0,0
Battle Styles,Marowak,070,1,0,0,0,0,0,0,0
Battle Styles,Gligar,071,2,0,0,0,0,0,0,0
Battle Styles,Gliscor,072,2,0,0,0,0,0,0,0
Battle Styles,Timburr,073,2,1,0,0,0,0,0,0
Battle Styles,Gurdurr,074,2,2,0,0,0,0,0,0
Battle Styles,Conkeldurr,075,2,0,0,0,0,0,0,0
Battle Styles,Mienfoo,076,2,0,0,0,0,0,0,0
Battle Styles,Mienshao,077,2,2,0,0,0,0,0,0
Battle Styles,Rolycoly,078,2,1,0,0,0,0,0,0
Battle Styles,Carkol,079,2,1,0,0,0,0,0,0
Battle Styles,Coalossal,080,2,0,0,0,0,0,0,0
Battle Styles,Silicobra,081,2,2,0,0,0,0,0,0
Battle Styles,Sandaconda,082,1,2,0,0,0,0,0,0
Battle Styles,Falinks,083,2,1,0,0,0,0,0,0
Battle Styles,Stonjourner,084,2,0,0,0,0,0,0,0
Battle Styles,Single Strike Urshifu V,085,2,0,0,0,0,0,0,0
Battle Styles,Single Strike Urshifu VMAX,086,2,0,0,0,0,0,0,0
Battle Styles,Rapid Strike Urshifu V,087,2,0,0,0,0,0,0,0
Battle Styles,Rapid Strike Urshifu VMAX,088,1,0,0,0,0,0,0,0
Battle Styles,Zubat,089,2,1,0,0,0,0,0,0
Battle Styles,Golbat,090,2,0,0,0,0,0,0,0
Battle Styles,Crobat,091,1,2,0,0,0,0,0,0
Battle Styles,Galarian Slowbro,092,2,2,0,0,0,0,0,0
Battle Styles,Murkrow,093,2,0,0,0,0,0,0,0
Battle Styles,Honchkrow,094,2,1,0,0,0,0,0,0
Battle Styles,Houndour,095,2,2,0,0,0,0,0,0
Battle Styles,Houndoom,096,1,1,0,0,0,0,0,0
Battle Styles,Morpeko,098,2,1,0,0,0,0,0,0
Battle Styles,Steelix,099,0,1,0,0,0,0,0,0
Battle Styles,Mawile,100,2,1,0,0,0,0,0,0
Battle Styles,Bronzor,101,2,2,0,0,0,0,0,0
Battle Styles,Bronzong,102,1,1,0,0,0,0,0,0
Battle Styles,Pawniard,103,2,2,0,0,0,0,0,0
Battle Styles,Bisharp,104,2,1,0,0,0,0,0,0
Battle Styles,Honedge,105,2,1,0,0,0,0,0,0
Battle Styles,Doublade,106,2,2,0,0,0,0,0,0
Battle Styles,Aegislash,107,2,2,0,0,0,0,0,0
Battle Styles,Aegislash,108,2,0,0,0,0,0,0,0
Battle Styles,Corviknight V,109,1,0,0,0,0,0,0,0
Battle Styles,Corviknight VMAX,110,1,0,0,0,0,0,0,0
Battle Styles,Spearow,111,2,2,0,0,0,0,0,0
Battle Styles,Fearow,112,2,1,0,0,0,0,0,0
Battle Styles,Lickitung,113,2,1,0,0,0,0,0,0
Battle Styles,Lickilicky,114,2,1,0,0,0,0,0,0
Battle Styles,Glameow,115,2,0,0,0,0,0,0,0
Battle Styles,Purugly,116,2,1,0,0,0,0,0,0
Battle Styles,Stoutland V,117,1,0,0,0,0,0,0,0
Battle Styles,Bouffalant,118,2,0,0,0,0,0,0,0
Battle Styles,Drampa,119,2,0,0,0,0,0,0,0
Battle Styles,Indeedee,120,2,0,0,0,0,0,0,0
Battle Styles,Bruno,121,2,2,0,0,0,0,0,0
Battle Styles,Camping Gear,122,2,1,0,0,0,0,0,0
Battle Styles,Cheryl,123,2,0,0,0,0,0,0,0
Battle Styles,Energy Recycler,124,2,2,0,0,0,0,0,0
Battle Styles,Escape Rope,125,2,1,0,0,0,0,0,0
Battle Styles,Exp. Share,126,2,2,0,0,0,0,0,0
Battle Styles,Fan of Waves,127,2,1,0,0,0,0,0,0
Battle Styles,Korrina's Focus,128,2,0,0,0,0,0,0,0
Battle Styles,Level Ball,129,2,0,0,0,0,0,0,0
Battle Styles,Phoebe,130,2,0,0,0,0,0,0,0
Battle Styles,Rapid Strike Scroll of Swirls,131,1,2,0,0,0,0,0,0
Battle Styles,Rapid Strike Style Mustard,132,2,2,0,0,0,0,0,0
Battle Styles,Single Strike Scroll of Scorn,133,2,2,0,0,0,0,0,0
Battle Styles,Single Strike Style Mustard,134,2,1,0,0,0,0,0,0
Battle Styles,Sordward and Shielbert,135,2,1,0,0,0,0,0,0
Battle Styles,Tool Jammer,136,2,1,0,0,0,0,0,0
Battle Styles,Tower of Darkness,137,2,1,0,0,0,0,0,0
Battle Styles,Tower of Waters,138,1,2,0,0,0,0,0,0
Battle Styles,Urn of Vitality,139,2,1,0,0,0,0,0,0
Battle Styles,Rapid Strike Energy,140,2,2,0,0,0,0,0,0
Battle Styles,Single Strike Energy,141,2,2,0,0,0,0,0,0
Battle Styles,Flapple V,143,1,0,0,0,0,0,0,0
Battle Styles,Single Strike Urshifu V,150,1,0,0,0,0,0,0,0
Battle Styles,Stoutland V,157,1,0,0,0,0,0,0,0
Battle Styles,Rapid Strike Style Mustard,162,1,0,0,0,0,0,0,0
Battle Styles,Rapid Strike Urshifu VMAX,169,1,0,0,0,0,0,0,0
Battle Styles,Rapid Strike Urshifu VMAX,170,1,0,0,0,0,0,0,0
Fusion Strike,Caterpie,001,2,1,0,0,0,0,0,0
Fusion Strike,Metapod,002,2,0,0,0,0,0,0,0
Fusion Strike,Butterfree,003,2,0,0,0,0,0,0,0
Fusion Strike,Shroomish,004,2,1,0,0,0,0,0,0
Fusion Strike,Breloom,005,2,1,0,0,0,0,0,0
Fusion Strike,Breloom V,006,2,0,0,0,0,0,0,0
Fusion Strike,Pansage,007,2,1,0,0,0,0,0,0
Fusion Strike,Simisage,008,2,0,0,0,0,0,0,0
Fusion Strike,Sewaddle,009,2,1,0,0,0,0,0,0
Fusion Strike,Swadloon,010,2,2,0,0,0,0,0,0
Fusion Strike,Leavanny,011,1,1,0,0,0,0,0,0
Fusion Strike,Maractus,012,2,1,0,0,0,0,0,0
Fusion Strike,Shelmet,013,2,1,0,0,0,0,0,0
Fusion Strike,Accelgor,014,2,1,0,0,0,0,0,0
Fusion Strike,Virizion,015,2,0,0,0,0,0,0,0
Fusion Strike,Phantump,016,2,1,0,0,0,0,0,0
Fusion Strike,Trevenant,017,2,0,0,0,0,0,0,0
Fusion Strike,Grubbin,018,2,2,0,0,0,0,0,0
Fusion Strike,Dewpider,019,2,2,0,0,0,0,0,0
Fusion Strike,Araquanid,020,2,0,0,0,0,0,0,0
Fusion Strike,Rillaboom V,022,2,0,0,0,0,0,0,0
Fusion Strike,Rillaboom VMAX,023,2,0,0,0,0,0,0,0
Fusion Strike,Gossifleur,024,2,0,0,0,0,0,0,0
Fusion Strike,Eldegoss,025,2,2,0,0,0,0,0,0
Fusion Strike,Appletun V,026,1,0,0,0,0,0,0,0
Fusion Strike,Zarude,027,1,1,0,0,0,0,0,0
Fusion Strike,Vulpix,028,2,2,0,0,0,0,0,0
Fusion Strike,Vulpix,029,1,0,0,0,0,0,0,0
Fusion Strike,Ninetales,030,2,1,0,0,0,0,0,0
Fusion Strike,Ninetales,031,2,1,0,0,0,0,0,0
Fusion Strike,Growlithe,032,2,2,0,0,0,0,0,0
Fusion Strike,Arcanine,033,2,1,0,0,0,0,0,0
Fusion Strike,Slugma,034,2,1,0,0,0,0,0,0
Fusion Strike,Magcargo,035,2,2,0,0,0,0,0,0
Fusion Strike,Victini,036,2,2,0,0,0,0,0,0
Fusion Strike,Pansear,037,2,0,0,0,0,0,0,0
