set,,name,number,unlimited,reverse,promo
Sword & Shield,Sword & Shield 40,Shellder,40,2,1,0
Sword & Shield,Sword & Shield 41,Cloyster,41,2,0,0
Sword & Shield,Sword & Shield 42,Krabby,42,2,1,0
Sword & Shield,Sword & Shield 43,Krabby,43,2,1,0
Sword & Shield,Sword & Shield 44,Kingler,44,2,0,0
Sword & Shield,Sword & Shield 45,Goldeen,45,2,1,0
Sword & Shield,Sword & Shield 46,Goldeen,46,2,1,0
Sword & Shield,Sword & Shield 47,Seaking,47,2,1,0
Sword & Shield,Sword & Shield 48,Lapras,48,2,1,0
Sword & Shield,Sword & Shield 49,Lapras V,49,2,0,0
Sword & Shield,Sword & Shield 51,Qwilfish,51,2,0,0
Sword & Shield,Sword & Shield 52,Mantine,52,2,0,0
Sword & Shield,Sword & Shield 53,Keldeo V,53,1,0,0
Sword & Shield,Sword & Shield 54,Sobble,54,2,1,0
Sword & Shield,Sword & Shield 55,Sobble,55,2,2,0
Sword & Shield,Sword & Shield 56,Drizzile,56,4,1,0
Sword & Shield,Sword & Shield 57,Drizzile,57,1,0,0
Sword & Shield,Sword & Shield 58,Inteleon,58,1,0,0
Sword & Shield,Sword & Shield 59,Inteleon,59,2,0,0
Sword & Shield,Sword & Shield 60,Chewtle,60,2,0,0
Sword & Shield,Sword & Shield 61,Drednaw,61,2,0,0
Sword & Shield,Sword & Shield 62,Cramorant,62,2,0,0
Sword & Shield,Sword & Shield 63,Snom,63,2,2,0
Sword & Shield,Sword & Shield 64,Frosmoth,64,1,1,0
Sword & Shield,Sword & Shield 65,Pikachu,65,2,0,0
Sword & Shield,Sword & Shield 66,Raichu,66,2,0,0
Sword & Shield,Sword & Shield 67,Chinchou,67,2,2,0
Sword & Shield,Sword & Shield 68,Chinchou,68,2,2,0
Sword & Shield,Sword & Shield 69,Lanturn,69,2,1,0
Sword & Shield,Sword & Shield 70,Joltik,70,2,2,0
Sword & Shield,Sword & Shield 71,Galvantula,71,2,1,0
Sword & Shield,Sword & Shield 72,Tapu Koko V,72,1,0,0
Sword & Shield,Sword & Shield 73,Yamper,73,2,0,0
Sword & Shield,Sword & Shield 74,Yamper,74,2,1,0
Sword & Shield,Sword & Shield 75,Boltund,75,2,0,0
Sword & Shield,Sword & Shield 76,Boltund,76,2,0,0
Sword & Shield,Sword & Shield 77,Pincurchin,77,2,0,0
Sword & Shield,Sword & Shield 78,Morpeko,78,2,0,0
Sword & Shield,Sword & Shield 79,Morpeko V,79,2,0,0
Sword & Shield,Sword & Shield 81,Galarian Ponyta,81,2,2,0
Sword & Shield,Sword & Shield 82,Galarian Rapidash,82,1,0,0
Sword & Shield,Sword & Shield 83,Gastly,83,2,1,0
Sword & Shield,Sword & Shield 84,Haunter,84,2,0,0
Sword & Shield,Sword & Shield 85,Gengar,85,2,2,0
Sword & Shield,Sword & Shield 86,Wobbuffet V,86,1,0,0
Sword & Shield,Sword & Shield 87,Munna,87,2,1,0
Sword & Shield,Sword & Shield 88,Musharna,88,2,1,0
Sword & Shield,Sword & Shield 89,Sinistea,89,2,1,0
Sword & Shield,Sword & Shield 90,Polteageist,90,1,1,0
Sword & Shield,Sword & Shield 91,Indeedee V,91,1,0,0
Sword & Shield,Sword & Shield 92,Diglett,92,2,2,0
Sword & Shield,Sword & Shield 93,Dugtrio,93,2,0,0
Sword & Shield,Sword & Shield 94,Hitmonlee,94,2,2,0
Sword & Shield,Sword & Shield 95,Hitmonchan,95,2,2,0
Sword & Shield,Sword & Shield 96,Rhyhorn,96,2,2,0
Sword & Shield,Sword & Shield 97,Rhyhorn,97,2,0,0
Sword & Shield,Sword & Shield 98,Rhydon,98,2,0,0
Sword & Shield,Sword & Shield 99,Rhyperior,99,2,1,0
Sword & Shield,Sword & Shield 100,Sudowoodo,100,2,0,0
Sword & Shield,Sword & Shield 101,Baltoy,101,2,0,0
Sword & Shield,Sword & Shield 102,Baltoy,102,2,2,0
Sword & Shield,Sword & Shield 103,Claydol,103,2,0,0
Sword & Shield,Sword & Shield 104,Regirock V,104,2,0,0
Sword & Shield,Sword & Shield 105,Mudbray,105,2,2,0
Sword & Shield,Sword & Shield 106,Mudsdale,106,2,0,0
Sword & Shield,Sword & Shield 107,Silicobra,107,2,0,0
Sword & Shield,Sword & Shield 108,Silicobra,108,2,1,0
Sword & Shield,Sword & Shield 109,Sandaconda,109,1,1,0
Sword & Shield,Sword & Shield 110,Sandaconda,110,0,1,0
Sword & Shield,Sword & Shield 111,Clobbopus,111,2,0,0
Sword & Shield,Sword & Shield 112,Clobbopus,112,2,1,0
Sword & Shield,Sword & Shield 113,Grapploct,113,1,0,0
Sword & Shield,Sword & Shield 114,Stonjourner,114,2,2,0
Sword & Shield,Sword & Shield 115,Stonjourner V,115,2,0,0
Sword & Shield,Sword & Shield 116,Stonjourner VMAX,116,1,0,0
Sword & Shield,Sword & Shield 117,Galarian Zigzagoon,117,2,2,0
Sword & Shield,Sword & Shield 118,Galarian Linoone,118,2,0,0
Sword & Shield,Sword & Shield 119,Galarian Obstagoon,119,2,1,0
Sword & Shield,Sword & Shield 120,Sableye V,120,1,0,0
Sword & Shield,Sword & Shield 121,Skorupi,121,2,1,0
Sword & Shield,Sword & Shield 122,Drapion,122,2,1,0
Sword & Shield,Sword & Shield 123,Croagunk,123,2,1,0
Sword & Shield,Sword & Shield 124,Toxicroak,124,1,0,0
Sword & Shield,Sword & Shield 125,Nickit,125,2,0,0
Sword & Shield,Sword & Shield 126,Thievul,126,2,0,0
Sword & Shield,Sword & Shield 127,Galarian Meowth,127,2,1,0
Sword & Shield,Sword & Shield 128,Galarian Perrserker,128,2,0,0
Sword & Shield,Sword & Shield 129,Mawile,129,2,2,0
Sword & Shield,Sword & Shield 130,Ferroseed,130,2,2,0
Sword & Shield,Sword & Shield 131,Ferrothorn,131,2,0,0
Sword & Shield,Sword & Shield 132,Galarian Stunfisk,132,2,0,0
Sword & Shield,Sword & Shield 133,Pawniard,133,2,1,0
Sword & Shield,Sword & Shield 134,Bisharp,134,2,0,0
Sword & Shield,Sword & Shield 135,Corviknight,135,2,1,0
Sword & Shield,Sword & Shield 136,Cufant,136,2,1,0
Sword & Shield,Sword & Shield 137,Copperajah,137,4,2,0
Sword & Shield,Sword & Shield 138,Zacian V,138,3,0,0
Sword & Shield,Sword & Shield 139,Zamazenta V,139,1,0,0
Sword & Shield,Sword & Shield 140,Snorlax,140,2,0,0
Sword & Shield,Sword & Shield 142,Snorlax VMAX,142,1,0,0
Sword & Shield,Sword & Shield 143,Hoothoot,143,2,0,0
Sword & Shield,Sword & Shield 144,Noctowl,144,2,1,0
Sword & Shield,Sword & Shield 145,Minccino,145,2,0,0
Sword & Shield,Sword & Shield 146,Minccino,146,2,1,0
Sword & Shield,Sword & Shield 147,Cinccino,147,1,1,0
Sword & Shield,Sword & Shield 148,Oranguru,148,2,0,0
Sword & Shield,Sword & Shield 149,Drampa,149,2,0,0
Sword & Shield,Sword & Shield 150,Rookidee,150,2,2,0
Sword & Shield,Sword & Shield 151,Corvisquire,151,2,0,0
Sword & Shield,Sword & Shield 152,Wooloo,152,2,1,0
Sword & Shield,Sword & Shield 153,Wooloo,153,2,2,0
Sword & Shield,Sword & Shield 154,Dubwool,154,2,0,0
Sword & Shield,Sword & Shield 155,Cramorant V,155,2,0,0
Sword & Shield,Sword & Shield 156,Air Balloon,156,2,0,0
Sword & Shield,Sword & Shield 157,Bede,157,2,1,0
Sword & Shield,Sword & Shield 158,Big Charm,158,2,0,0
Sword & Shield,Sword & Shield 159,Crushing Hammer,159,3,2,0
Sword & Shield,Sword & Shield 160,Energy Retrieval,160,2,0,0
Sword & Shield,Sword & Shield 161,Energy Search,161,2,1,0
Sword & Shield,Sword & Shield 162,Energy Switch,162,2,0,0
Sword & Shield,Sword & Shield 163,Evolution Incense,163,2,2,0
Sword & Shield,Sword & Shield 164,Great Ball,164,2,1,0
Sword & Shield,Sword & Shield 165,Hop,165,2,0,0
Sword & Shield,Sword & Shield 166,Hyper Potion,166,2,2,0
Sword & Shield,Sword & Shield 167,Lucky Egg,167,2,2,0
Sword & Shield,Sword & Shield 168,Lum Berry,168,2,2,0
Sword & Shield,Sword & Shield 169,Marnie,169,1,0,0
Sword & Shield,Sword & Shield 170,Metal Saucer,170,2,1,0
Sword & Shield,Sword & Shield 171,Ordinary Rod,171,2,0,0
Sword & Shield,Sword & Shield 172,Pal Pad,172,2,1,0
Sword & Shield,Sword & Shield 173,Poké Kid,173,2,0,0
Sword & Shield,Sword & Shield 174,Pokégear 3.0,174,2,2,0
Sword & Shield,Sword & Shield 175,Pokémon Catcher,175,2,2,0
Sword & Shield,Sword & Shield 176,Pokémon Center Lady,176,2,2,0
Sword & Shield,Sword & Shield 177,Potion,177,2,0,0
Sword & Shield,Sword & Shield 179,Quick Ball,179,2,1,0
Sword & Shield,Sword & Shield 180,Rare Candy,180,2,0,0
Sword & Shield,Sword & Shield 181,Rotom Bike,181,2,1,0
Sword & Shield,Sword & Shield 182,Sitrus Berry,182,2,0,0
Sword & Shield,Sword & Shield 183,Switch,183,2,0,0
Sword & Shield,Sword & Shield 184,Team Yell Grunt,184,2,1,0
Sword & Shield,Sword & Shield 185,Vitality Band,185,2,0,0
Sword & Shield,Sword & Shield 186,Aurora Energy,186,2,1,0
Sword & Shield,Sword & Shield 188,Torkoal V,188,2,0,0
Sword & Shield,Sword & Shield 192,Indeedee V,192,1,0,0
Sword & Shield,Sword & Shield 194,Sableye V,194,1,0,0
Sword & Shield,Sword & Shield 197,Snorlax V,197,1,0,0
Sword & Shield,Sword & Shield 199,Bede,199,1,0,0
Sword & Shield,Sword & Shield 207,Bede,207,1,0,0
Sword & Shield,Sword & Shield 213,Air Balloon,213,1,0,0
Sword & Shield,Sword & Shield 215,Ordinary Rod,215,1,0,0
Sword & Shield,Sword & Shield 216,Quick Ball,216,1,0,0
Sword & Shield,Sword & Shield 217,Grass Energy,217,1,1,0
Sword & Shield,Sword & Shield 218,Fire Energy,218,1,1,0
Sword & Shield,Sword & Shield 219,Water Energy,219,1,0,0
Sword & Shield,Sword & Shield 220,Lightning Energy,220,1,1,0
Sword & Shield,Sword & Shield 221,Psychic Energy,221,1,1,0
Sword & Shield,Sword & Shield 222,Fighting Energy,222,1,1,0
Sword & Shield,Sword & Shield 223,Darkness Energy,223,1,1,0
Sword & Shield,Sword & Shield 224,Metal Energy,224,1,0,0
Sword & Shield,Sword & Shield 225,Fairy Energy,225,1,0,0
McDonald's Promos 2021,McDonald's Promos 2021 1,Bulbasaur,1,0,1,3
McDonald's Promos 2021,McDonald's Promos 2021 2,Chikorita,2,0,1,2
McDonald's Promos 2021,McDonald's Promos 2021 3,Treecko,3,0,2,2
McDonald's Promos 2021,McDonald's Promos 2021 4,Turtwig,4,0,1,1
McDonald's Promos 2021,McDonald's Promos 2021 5,Snivy,5,0,1,2
McDonald's Promos 2021,McDonald's Promos 2021 6,Chespin,6,0,1,1
McDonald's Promos 2021,McDonald's Promos 2021 7,Rowlet,7,0,2,1
McDonald's Promos 2021,McDonald's Promos 2021 8,Grookey,8,0,1,2
McDonald's Promos 2021,McDonald's Promos 2021 9,Charmander,9,0,2,3
McDonald's Promos 2021,McDonald's Promos 2021 10,Cyndaquil,10,0,1,2
McDonald's Promos 2021,McDonald's Promos 2021 11,Torchic,11,0,3,2
McDonald's Promos 2021,McDonald's Promos 2021 12,Chimchar,12,0,2,2
McDonald's Promos 2021,McDonald's Promos 2021 13,Tepig,13,0,1,2
McDonald's Promos 2021,McDonald's Promos 2021 14,Fennekin,14,0,1,2
McDonald's Promos 2021,McDonald's Promos 2021 15,Litten,15,0,2,1
McDonald's Promos 2021,McDonald's Promos 2021 16,Scorbunny,16,0,1,2
McDonald's Promos 2021,McDonald's Promos 2021 17,Squirtle,17,0,2,6
McDonald's Promos 2021,McDonald's Promos 2021 18,Totodile,18,0,3,2
McDonald's Promos 2021,McDonald's Promos 2021 19,Mudkip,19,0,2,2
McDonald's Promos 2021,McDonald's Promos 2021 20,Piplup,20,0,2,2
McDonald's Promos 2021,McDonald's Promos 2021 21,Oshawott,21,0,3,1
McDonald's Promos 2021,McDonald's Promos 2021 22,Froakie,22,0,1,2
McDonald's Promos 2021,McDonald's Promos 2021 23,Popplio,23,0,1,2
McDonald's Promos 2021,McDonald's Promos 2021 24,Sobble,24,0,1,2
McDonald's Promos 2021,McDonald's Promos 2021 25,Pikachu,25,0,1,1
Celebrations,Celebrations 1,Ho-Oh,1,3,1,0
Celebrations,Celebrations 2,Reshiram,2,2,1,0
Celebrations,Celebrations 3,Kyogre,3,3,1,0
Celebrations,Celebrations 4,Palkia,4,3,1,0
Celebrations,Celebrations 5,Pikachu,5,10,1,0
Celebrations,Celebrations 6,Flying Pikachu V,6,3,0,0
Celebrations,Celebrations 7,Flying Pikachu VMAX,7,3,0,0
Celebrations,Celebrations 8,Surfing Pikachu V,8,3,0,0
Celebrations,Celebrations 9,Surfing Pikachu VMAX,9,1,0,0
Celebrations,Celebrations 10,Zekrom,10,3,1,0
Celebrations,Celebrations 11,Mew,11,3,1,0
Celebrations,Celebrations 12,Xerneas,12,3,1,0
Celebrations,Celebrations 13,Cosmog,13,3,1,0
Celebrations,Celebrations 14,Cosmoem,14,3,1,0
Celebrations,Celebrations 15,Lunala,15,3,1,0
Celebrations,Celebrations 16,Zacian V,16,3,0,0
Celebrations,Celebrations 17,Groudon,17,3,1,0
Celebrations,Celebrations 18,Zamazenta V,18,3,0,0
Celebrations,Celebrations 19,Yveltal,19,3,1,0
Celebrations,Celebrations 20,Dialga,20,3,1,0
Celebrations,Celebrations 21,Solgaleo,21,3,1,0
Celebrations,Celebrations 22,Lugia,22,3,1,0
Celebrations,Celebrations 23,Professor's Research,23,3,1,0
Celebrations,Celebrations 24,Professor's Research,24,2,0,0
Celebrations,Celebrations 25,Mew,25,1,0,0
Celebrations,Celebrations 2,Blastoise,2,2,1,0
Celebrations,Celebrations 4,Charizard,4,1,1,0
Celebrations,Celebrations 8,Dark Gyarados,8,2,1,0
Celebrations,Celebrations 9,Team Magma's Groudon,9,2,1,0
Celebrations,Celebrations 15,Rocket's Zapdos,15,2,1,0
Celebrations,Celebrations 15,Venusaur,15,2,1,0
Celebrations,Celebrations 15,Here Comes Team Rocket!,15,2,1,0
Celebrations,Celebrations 15,Claydol,15,3,1,0
Celebrations,Celebrations 17,Umbreon Star,17,1,0,0
Celebrations,Celebrations 20,Cleffa,20,2,1,0
Celebrations,Celebrations 24,_____'s Pikachu,24,2,1,0
Celebrations,Celebrations 54,Mewtwo EX,54,1,0,0
Celebrations,Celebrations 60,Tapu Lele GX,60,2,0,0
Celebrations,Celebrations 66,Shining Magikarp,66,1,1,0
Celebrations,Celebrations 73,Imposter Professor Oak,73,1,1,0
Celebrations,Celebrations 76,Mega Rayquaza EX,76,1,0,0
Celebrations,Celebrations 86,Rocket's Admin.,86,1,1,0
Celebrations,Celebrations 88,Mew ex,88,2,1,0
Celebrations,Celebrations 93,Gardevoir ex δ,93,1,1,0
Celebrations,Celebrations 97,Xerneas EX,97,2,0,0
Celebrations,Celebrations 107,Donphan,107,1,1,0
Celebrations,Celebrations 109,Luxray GL LV.X,109,3,1,0
Celebrations,Celebrations 113,Reshiram,113,1,0,0
Celebrations,Celebrations 114,Zekrom,114,1,0,0
Celebrations,Celebrations 145,Garchomp C LV.X,145,1,1,0
Champion's Path,Champion's Path 1,Venusaur V,1,2,0,0
Champion's Path,Champion's Path 2,Weedle,2,2,2,0
Champion's Path,Champion's Path 3,Kakuna,3,2,2,0
Champion's Path,Champion's Path 4,Beedrill,4,2,2,0
Champion's Path,Champion's Path 5,Eldegoss V,5,2,0,0
Champion's Path,Champion's Path 6,Vulpix,6,2,1,0
Champion's Path,Champion's Path 7,Victini,7,2,0,0
Champion's Path,Champion's Path 8,Incineroar V,8,1,0,0
Champion's Path,Champion's Path 9,Sizzlipede,9,2,2,0
Champion's Path,Champion's Path 10,Centiskorch,10,2,2,0
Champion's Path,Champion's Path 11,Carvanha,11,2,0,0
Champion's Path,Champion's Path 12,Sharpedo,12,2,0,0
Champion's Path,Champion's Path 13,Wailord V,13,2,0,0
Champion's Path,Champion's Path 14,Drednaw V,14,2,0,0
Champion's Path,Champion's Path 15,Drednaw VMAX,15,1,0,0
Champion's Path,Champion's Path 16,Gardevoir V,16,2,0,0
Champion's Path,Champion's Path 17,Gardevoir VMAX,17,1,0,0
Champion's Path,Champion's Path 18,Hatenna,18,2,1,0
Champion's Path,Champion's Path 19,Hattrem,19,2,1,0
Champion's Path,Champion's Path 20,Hatterene,20,2,2,0
Champion's Path,Champion's Path 21,Galarian Cursola V,21,2,0,0
Champion's Path,Champion's Path 22,Alcremie V,22,2,0,0
Champion's Path,Champion's Path 23,Alcremie VMAX,23,1,0,0
Champion's Path,Champion's Path 24,Machop,24,2,1,0
Champion's Path,Champion's Path 25,Machoke,25,2,0,0
Champion's Path,Champion's Path 26,Machamp,26,2,2,0
Champion's Path,Champion's Path 27,Lucario V,27,3,0,0
Champion's Path,Champion's Path 28,Zygarde,28,2,2,0
Champion's Path,Champion's Path 29,Rockruff,29,2,2,0
Champion's Path,Champion's Path 30,Lycanroc,30,2,2,0
Champion's Path,Champion's Path 31,Rolycoly,31,2,2,0
Champion's Path,Champion's Path 32,Grapploct V,32,1,0,0
Champion's Path,Champion's Path 33,Ekans,33,2,2,0
Champion's Path,Champion's Path 34,Arbok,34,2,1,0
Champion's Path,Champion's Path 35,Galarian Zigzagoon,35,2,0,0
Champion's Path,Champion's Path 36,Galarian Linoone,36,2,1,0
Champion's Path,Champion's Path 37,Galarian Obstagoon,37,2,2,0
Champion's Path,Champion's Path 38,Absol,38,2,2,0
Champion's Path,Champion's Path 39,Purrloin,39,2,2,0
Champion's Path,Champion's Path 40,Liepard,40,2,1,0
Champion's Path,Champion's Path 41,Scraggy,41,2,2,0
Champion's Path,Champion's Path 42,Scrafty,42,2,1,0
Champion's Path,Champion's Path 43,Trubbish,43,2,1,0
Champion's Path,Champion's Path 44,Inkay,44,2,2,0
Champion's Path,Champion's Path 45,Malamar,45,2,1,0
Champion's Path,Champion's Path 46,Nickit,46,2,2,0
Champion's Path,Champion's Path 48,Swablu,48,2,2,0
Champion's Path,Champion's Path 49,Altaria,49,2,2,0
Champion's Path,Champion's Path 50,Bede,50,2,2,0
Champion's Path,Champion's Path 51,Full Heal,51,2,2,0
Champion's Path,Champion's Path 52,Great Ball,52,2,2,0
Champion's Path,Champion's Path 53,Hop,53,2,1,0
Champion's Path,Champion's Path 54,Hyper Potion,54,2,0,0
Champion's Path,Champion's Path 55,Kabu,55,2,2,0
Champion's Path,Champion's Path 56,Marnie,56,4,2,0
Champion's Path,Champion's Path 57,Milo,57,2,1,0
Champion's Path,Champion's Path 58,Piers,58,2,0,0
Champion's Path,Champion's Path 59,Poké Ball,59,2,2,0
Champion's Path,Champion's Path 60,Pokémon Center Lady,60,2,2,0
Champion's Path,Champion's Path 61,Potion,61,2,0,0
Champion's Path,Champion's Path 62,Professor's Research,62,2,1,0
Champion's Path,Champion's Path 63,Rotom Bike,63,2,1,0
Champion's Path,Champion's Path 64,Rotom Phone,64,2,2,0
Champion's Path,Champion's Path 65,Sonia,65,2,2,0
Champion's Path,Champion's Path 66,Suspicious Food Tin,66,2,1,0
Champion's Path,Champion's Path 67,Team Yell Grunt,67,2,0,0
Champion's Path,Champion's Path 68,Turffield Stadium,68,2,2,0
Champion's Path,Champion's Path 69,Drednaw V,69,1,0,0
Champion's Path,Champion's Path 70,Gardevoir V,70,1,0,0
Champion's Path,Champion's Path 71,Galarian Cursola V,71,3,0,0
Champion's Path,Champion's Path 72,Grapploct V,72,2,0,0
Champion's Path,Champion's Path 73,Hop,73,2,0,0
Champion's Path,Champion's Path 79,Charizard V,79,1,0,0
Champion's Path,Champion's Path 80,Suspicious Food Tin,80,2,0,0
Battle Styles,Battle Styles 1,Bellsprout,1,2,0,0
Battle Styles,Battle Styles 2,Weepinbell,2,2,0,0
Battle Styles,Battle Styles 3,Victreebel,3,2,0,0
Battle Styles,Battle Styles 4,Cacnea,4,2,2,0
Battle Styles,Battle Styles 5,Cacturne,5,2,1,0
Battle Styles,Battle Styles 6,Kricketune V,6,2,0,0
Battle Styles,Battle Styles 7,Cherubi,7,2,1,0
Battle Styles,Battle Styles 8,Cherrim,8,0,1,0
Battle Styles,Battle Styles 9,Carnivine,9,2,0,0
Battle Styles,Battle Styles 10,Durant,10,2,1,0
Battle Styles,Battle Styles 11,Scatterbug,11,2,1,0
Battle Styles,Battle Styles 12,Spewpa,12,2,0,0
Battle Styles,Battle Styles 13,Vivillon,13,2,1,0
Battle Styles,Battle Styles 14,Fomantis,14,2,2,0
Battle Styles,Battle Styles 15,Lurantis,15,2,1,0
Battle Styles,Battle Styles 16,Tapu Bulu,16,2,2,0
Battle Styles,Battle Styles 17,Blipbug,17,2,0,0
Battle Styles,Battle Styles 18,Flapple V,18,2,0,0
Battle Styles,Battle Styles 19,Flapple VMAX,19,2,0,0
Battle Styles,Battle Styles 20,Entei,20,2,2,0
Battle Styles,Battle Styles 21,Victini V,21,1,0,0
Battle Styles,Battle Styles 22,Victini VMAX,22,1,0,0
Battle Styles,Battle Styles 23,Tepig,23,2,2,0
Battle Styles,Battle Styles 24,Pignite,24,2,1,0
Battle Styles,Battle Styles 25,Emboar,25,2,2,0
Battle Styles,Battle Styles 26,Heatmor,26,2,1,0
Battle Styles,Battle Styles 27,Salandit,27,2,0,0
Battle Styles,Battle Styles 28,Salazzle,28,2,1,0
Battle Styles,Battle Styles 29,Sizzlipede,29,2,2,0
Battle Styles,Battle Styles 30,Centiskorch,30,2,0,0
Battle Styles,Battle Styles 31,Horsea,31,2,2,0
Battle Styles,Battle Styles 32,Seadra,32,2,2,0
Battle Styles,Battle Styles 33,Kingdra,33,2,1,0
Battle Styles,Battle Styles 34,Galarian Mr. Mime,34,2,0,0
Battle Styles,Battle Styles 35,Galarian Mr. Rime,35,2,0,0
Battle Styles,Battle Styles 36,Remoraid,36,2,1,0
Battle Styles,Battle Styles 37,Octillery,37,2,1,0
Battle Styles,Battle Styles 38,Corphish,38,2,0,0
Battle Styles,Battle Styles 39,Crawdaunt,39,2,0,0
Battle Styles,Battle Styles 40,Empoleon V,40,2,0,0
Battle Styles,Battle Styles 41,Frillish,41,2,0,0
Battle Styles,Battle Styles 42,Jellicent,42,2,0,0
Battle Styles,Battle Styles 43,Bruxish,43,2,1,0
Battle Styles,Battle Styles 44,Electabuzz,44,2,1,0
Battle Styles,Battle Styles 45,Electivire,45,2,2,0
Battle Styles,Battle Styles 46,Shinx,46,2,1,0
Battle Styles,Battle Styles 47,Luxio,47,2,0,0
Battle Styles,Battle Styles 48,Luxray,48,0,1,0
Battle Styles,Battle Styles 49,Pachirisu,49,2,1,0
Battle Styles,Battle Styles 50,Tapu Koko V,50,2,0,0
Battle Styles,Battle Styles 52,Yamper,52,2,1,0
Battle Styles,Battle Styles 53,Boltund,53,2,1,0
Battle Styles,Battle Styles 54,Galarian Slowpoke,54,2,0,0
Battle Styles,Battle Styles 55,Spoink,55,2,0,0
Battle Styles,Battle Styles 56,Grumpig,56,2,0,0
Battle Styles,Battle Styles 57,Baltoy,57,2,0,0
Battle Styles,Battle Styles 58,Claydol,58,2,2,0
Battle Styles,Battle Styles 59,Chimecho,59,2,1,0
Battle Styles,Battle Styles 60,Espurr,60,2,2,0
Battle Styles,Battle Styles 61,Meowstic,61,2,0,0
Battle Styles,Battle Styles 62,Mimikyu V,62,2,0,0
Battle Styles,Battle Styles 63,Necrozma V,63,1,0,0
Battle Styles,Battle Styles 64,Dottler,64,2,1,0
Battle Styles,Battle Styles 65,Orbeetle,65,2,2,0
Battle Styles,Battle Styles 66,Mankey,66,2,1,0
Battle Styles,Battle Styles 67,Primeape,67,2,2,0
Battle Styles,Battle Styles 68,Onix,68,2,2,0
Battle Styles,Battle Styles 69,Cubone,69,2,1,0
Battle Styles,Battle Styles 70,Marowak,70,1,0,0
Battle Styles,Battle Styles 71,Gligar,71,2,0,0
Battle Styles,Battle Styles 72,Gliscor,72,2,0,0
Battle Styles,Battle Styles 73,Timburr,73,2,1,0
Battle Styles,Battle Styles 74,Gurdurr,74,2,2,0
Battle Styles,Battle Styles 75,Conkeldurr,75,2,0,0
Battle Styles,Battle Styles 76,Mienfoo,76,2,0,0
Battle Styles,Battle Styles 77,Mienshao,77,2,2,0
Battle Styles,Battle Styles 78,Rolycoly,78,2,1,0
Battle Styles,Battle Styles 79,Carkol,79,2,1,0
Battle Styles,Battle Styles 80,Coalossal,80,2,0,0
Battle Styles,Battle Styles 81,Silicobra,81,2,2,0
Battle Styles,Battle Styles 82,Sandaconda,82,1,2,0
Battle Styles,Battle Styles 83,Falinks,83,2,1,0
Battle Styles,Battle Styles 84,Stonjourner,84,2,0,0
Battle Styles,Battle Styles 85,Single Strike Urshifu V,85,2,0,0
Battle Styles,Battle Styles 86,Single Strike Urshifu VMAX,86,2,0,0
Battle Styles,Battle Styles 87,Rapid Strike Urshifu V,87,2,0,0
Battle Styles,Battle Styles 88,Rapid Strike Urshifu VMAX,88,1,0,0
Battle Styles,Battle Styles 89,Zubat,89,2,1,0
Battle Styles,Battle Styles 90,Golbat,90,2,0,0
Battle Styles,Battle Styles 91,Crobat,91,1,2,0
Battle Styles,Battle Styles 92,Galarian Slowbro,92,2,2,0
Battle Styles,Battle Styles 93,Murkrow,93,2,0,0
Battle Styles,Battle Styles 94,Honchkrow,94,2,1,0
Battle Styles,Battle Styles 95,Houndour,95,2,2,0
Battle Styles,Battle Styles 96,Houndoom,96,1,1,0
Battle Styles,Battle Styles 98,Morpeko,98,2,1,0
Battle Styles,Battle Styles 99,Steelix,99,0,1,0
Battle Styles,Battle Styles 100,Mawile,100,2,1,0
Battle Styles,Battle Styles 101,Bronzor,101,2,2,0
Battle Styles,Battle Styles 102,Bronzong,102,1,1,0
Battle Styles,Battle Styles 103,Pawniard,103,2,2,0
Battle Styles,Battle Styles 104,Bisharp,104,2,1,0
Battle Styles,Battle Styles 105,Honedge,105,2,1,0
Battle Styles,Battle Styles 106,Doublade,106,2,2,0
Battle Styles,Battle Styles 107,Aegislash,107,2,2,0
Battle Styles,Battle Styles 108,Aegislash,108,2,0,0
Battle Styles,Battle Styles 109,Corviknight V,109,1,0,0
Battle Styles,Battle Styles 110,Corviknight VMAX,110,1,0,0
Battle Styles,Battle Styles 111,Spearow,111,2,2,0
Battle Styles,Battle Styles 112,Fearow,112,2,1,0
Battle Styles,Battle Styles 113,Lickitung,113,2,1,0
Battle Styles,Battle Styles 114,Lickilicky,114,2,1,0
Battle Styles,Battle Styles 115,Glameow,115,2,0,0
Battle Styles,Battle Styles 116,Purugly,116,2,1,0
Battle Styles,Battle Styles 117,Stoutland V,117,1,0,0
Battle Styles,Battle Styles 118,Bouffalant,118,2,0,0
Battle Styles,Battle Styles 119,Drampa,119,2,0,0
Battle Styles,Battle Styles 120,Indeedee,120,2,0,0
Battle Styles,Battle Styles 121,Bruno,121,2,2,0
Battle Styles,Battle Styles 122,Camping Gear,122,2,1,0
Battle Styles,Battle Styles 123,Cheryl,123,2,0,0
Battle Styles,Battle Styles 124,Energy Recycler,124,2,2,0
Battle Styles,Battle Styles 125,Escape Rope,125,2,1,0
Battle Styles,Battle Styles 126,Exp. Share,126,2,2,0
Battle Styles,Battle Styles 127,Fan of Waves,127,2,1,0
Battle Styles,Battle Styles 128,Korrina's Focus,128,2,0,0
Battle Styles,Battle Styles 129,Level Ball,129,2,0,0
Battle Styles,Battle Styles 130,Phoebe,130,2,0,0
Battle Styles,Battle Styles 131,Rapid Strike Scroll of Swirls,131,1,2,0
